,AreaKey,Latitude,Longitud,TotPop90,PctRural,PctBach,PctEld,PctFB,PctPov,PctBlack,TotPop90_CTD,PctRural_CTD,PctBach_CTD,PctEld_CTD,PctFB_CTD,PctPov_CTD,PctBlack_CTD,ID,X,Y
148,13301,33.4082,-82.67637,6078,100,4.2,14.81,0.49,32.6,60.23,-0.415652161,1.103876,-1.188073,0.999392,-0.52023,1.833778,1.895071,56,902471.1,3699878
149,13303,32.96775,-82.79487,19112,67.1,9.8,12.35,0.2,21.6,51.86,-0.259369668,-0.11401,-0.201999,0.198412,-0.755543,0.312443,1.412025,72,894704.3,3648583
150,13305,31.54758,-81.91326,22356,59.9,9.6,10.88,0.5,21.2,19.45,-0.220472905,-0.380538,-0.237216,-0.280222,-0.512116,0.257122,-0.458408,140,986832.8,3494323
151,13307,32.04852,-84.55046,2263,100,5.5,14.49,0.09,22.5,50.2,-0.461395425,1.103876,-0.959163,0.8952,-0.8448,0.436916,1.316224,121,731576.3,3544716
152,13309,32.12226,-82.71677,4903,100,8.6,15.07,0.35,30.3,30.06,-0.429740846,1.103876,-0.4133,1.084049,-0.63383,1.515681,0.153912,115,898776.3,3563384
153,13311,34.64537,-83.75252,13006,100,13.6,13.81,1.18,12.5,2.59,-0.332582872,1.103876,0.467122,0.673791,0.039653,-0.946115,-1.431425,12,796905.6,3841086
154,13313,34.80497,-84.96616,72462,70,12,9.48,2.55,11.1,4.06,0.380316613,-0.006659,0.185387,-0.736065,1.151304,-1.13974,-1.346589,6,686891.4,3855274
155,13315,31.97034,-83.43574,7008,100,7.6,15.71,0.09,28.6,31.76,-0.404501116,1.103876,-0.589385,1.292434,-0.8448,1.280565,0.252022,124,838551.5,3538547
156,13317,33.78664,-82.74436,10597,59.6,10.4,16.64,0.43,22.6,45.94,-0.361467675,-0.391644,-0.096348,1.595243,-0.568916,0.450747,1.070372,39,891228.5,3749769
157,13319,32.79853,-83.16759,10228,100,8.8,11.36,0.29,15.3,41.99,-0.365892122,1.103876,-0.378083,-0.123933,-0.682515,-0.558867,0.842411,82,858796.9,3637891
158,13321,31.55269,-83.84816,19745,71.1,6.3,11.5,0.59,26.2,30.71,-0.251779763,0.034061,-0.818295,-0.078349,-0.439088,0.948638,0.191425,139,801018.1,3487328
